n,Iterative,Recursive,Dynamic Programming
6041,0.21641,-,0.26685
6042,0.21647,-,0.31691
6043,0.21643,-,0.26677
6044,0.21640,-,0.31685
6045,0.21643,-,0.26693
6046,0.21634,-,0.26662
6047,0.21646,-,0.31702
6048,0.21664,-,0.26689
6049,0.21666,-,0.31703
6050,0.21672,-,0.31719
6051,0.21675,-,0.26701
6052,0.21681,-,0.36727
6053,0.21624,-,0.31660
6054,0.21650,-,0.26673
6055,0.21640,-,0.31706
6056,0.21668,-,0.26667
6057,0.21612,-,0.31700
6058,0.21676,-,0.26690
6059,0.21659,-,0.31694
6060,0.21639,-,0.31694
6061,0.21666,-,0.26691
6062,0.21616,-,0.26682
6063,0.21670,-,0.31709
6064,0.21708,-,0.31690
6065,0.21695,-,0.31669
6066,0.21647,-,0.26686
6067,0.21643,-,0.26680
6068,0.21647,-,0.26653
6069,0.21652,-,0.26670
6070,0.21636,-,0.31686
6071,0.21652,-,0.31701
6072,0.21661,-,0.31676
6073,0.21679,-,0.26702
6074,0.21638,-,0.26679
6075,0.21661,-,0.26687
6076,0.21665,-,0.31734
6077,0.21669,-,0.26669
6078,0.21646,-,0.31690
6079,0.21651,-,0.26655
6080,0.21646,-,0.31688
6081,0.21650,-,0.31661
6082,0.21654,-,0.31676
6083,0.21659,-,0.31671
6084,0.21607,-,0.31674
6085,0.21667,-,0.31683
6086,0.21667,-,0.31680
6087,0.21669,-,0.31718
6088,0.21647,-,0.31702
6089,0.21690,-,0.31714
6090,0.21664,-,0.31663
6091,0.21660,-,0.31684
6092,0.21653,-,0.31679
6093,0.21653,-,0.31687
6094,0.21649,-,0.31688
6095,0.21675,-,0.31703
6096,0.21702,-,0.31716
6097,0.21672,-,0.31690
6098,0.21665,-,0.26654
6099,0.21638,-,0.31685
6100,0.21670,-,0.31706
6101,0.21663,-,0.31701
6102,0.21629,-,0.31731
6103,0.21615,-,0.26690
6104,0.21677,-,0.31680
6105,0.21667,-,0.31677
6106,0.21662,-,0.31682
6107,0.21624,-,0.31715
6108,0.21643,-,0.31704
6109,0.21661,-,0.31682
6110,0.21648,-,0.31672
6111,0.21620,-,0.31681
6112,0.21662,-,0.26662
6113,0.21645,-,0.26672
6114,0.21649,-,0.31707
6115,0.21622,-,0.31670
6116,0.21596,-,0.31644
6117,0.21657,-,0.31666
6118,0.21646,-,0.31669
6119,0.21658,-,0.31688
6120,0.21649,-,0.31700
6121,0.21669,-,0.31688
6122,0.21678,-,0.31700
6123,0.21690,-,0.31674
6124,0.21620,-,0.36712
6125,0.21649,-,0.31674
6126,0.21648,-,0.31677
6127,0.21659,-,0.31677
6128,0.21674,-,0.31693
6129,0.21668,-,0.36707
6130,0.21659,-,0.36703
6131,0.21689,-,0.31682
6132,0.21617,-,0.31681
6133,0.21653,-,0.31695
6134,0.21653,-,0.31674
6135,0.21652,-,0.31711
6136,0.21618,-,0.31702
6137,0.21673,-,0.31692
6138,0.21670,-,0.31694
6139,0.21674,-,0.31703
6140,0.21628,-,0.31684
6141,0.21640,-,0.26663
6142,0.21648,-,0.31691
6143,0.21647,-,0.31684
6144,0.21627,-,0.31699
6145,0.21687,-,0.31694
6146,0.21650,-,0.31709
6147,0.21689,-,0.31695
6148,0.21601,-,0.31677
6149,0.21651,-,0.31688
6150,0.21654,-,0.31721
6151,0.21680,-,0.36703
6152,0.21622,-,0.31711
6153,0.21686,-,0.31697
6154,0.21672,-,0.31707
6155,0.21677,-,0.31703
6156,0.21603,-,0.31685
6157,0.21655,-,0.31680
6158,0.21653,-,0.31677
6159,0.21661,-,0.31677
6160,0.21625,-,0.31696
6161,0.21674,-,0.31710
6162,0.21680,-,0.31677
6163,0.21670,-,0.31679
6164,0.21606,-,0.31660
6165,0.21661,-,0.31642
6166,0.21650,-,0.31668
6167,0.21601,-,0.31696
6168,0.21651,-,0.31706
6169,0.21665,-,0.31719
6170,0.21694,-,0.31693
6171,0.21670,-,0.31723
6172,0.21628,-,0.31733
6173,0.21657,-,0.31674
6174,0.21653,-,0.31686
6175,0.21654,-,0.31679
6176,0.21616,-,0.31684
6177,0.21671,-,0.31687
6178,0.21701,-,0.31706
6179,0.21698,-,0.31698
6180,0.21654,-,0.31679
6181,0.21648,-,0.31678
6182,0.21645,-,0.31683
6183,0.21669,-,0.31669
6184,0.21644,-,0.31694
6185,0.21676,-,0.31708
6186,0.21657,-,0.31696
6187,0.21666,-,0.36728
6188,0.21671,-,0.31701
6189,0.21663,-,0.31653
6190,0.21667,-,0.31673
6191,0.21661,-,0.31703
6192,0.21683,-,0.31699
6193,0.21644,-,0.31693
6194,0.21604,-,0.36707
6195,0.21661,-,0.36714
6196,0.21659,-,0.31690
6197,0.21672,-,0.31673
6198,0.21666,-,0.31694
6199,0.21662,-,0.36718
6200,0.21650,-,0.31705
6201,0.21672,-,0.31703
6202,0.21642,-,0.36714
6203,0.21657,-,0.31696
6204,0.21663,-,0.36706
6205,0.21667,-,0.31682
6206,0.21656,-,0.31701
6207,0.21677,-,0.31679
6208,0.21637,-,0.31695
6209,0.21662,-,0.31694
6210,0.26636,-,0.31694
6211,0.21662,-,0.36706
6212,0.21668,-,0.31717
6213,0.21684,-,0.31688
6214,0.21668,-,0.31698
6215,0.21642,-,0.36693
6216,0.21651,-,0.31709
6217,0.21666,-,0.36690
6218,0.21664,-,0.31691
6219,0.21662,-,0.31694
6220,0.21662,-,0.36712
6221,0.21671,-,0.31704
6222,0.21668,-,0.31698
6223,0.21654,-,0.31695
6224,0.21678,-,0.36677
6225,0.21648,-,0.31713
6226,0.21655,-,0.36685
6227,0.21648,-,0.36679
6228,0.21686,-,0.36721
6229,0.21663,-,0.36739
6230,0.21659,-,0.31673
6231,0.21661,-,0.36723
6232,0.21662,-,0.36689
6233,0.21620,-,0.31667
6234,0.21642,-,0.31703
6235,0.21660,-,0.36713
6236,0.21660,-,0.31699
6237,0.21672,-,0.31672
6238,0.21647,-,0.31691
6239,0.21679,-,0.31648
6240,0.21660,-,0.31688
6241,0.21662,-,0.31673
6242,0.21685,-,0.31703
6243,0.21684,-,0.31746
6244,0.21677,-,0.36711
6245,0.21669,-,0.31634
6246,0.21665,-,0.31730
6247,0.21675,-,0.31674
6248,0.21666,-,0.31709
6249,0.21647,-,0.31664
6250,0.21665,-,0.31633
6251,0.21664,-,0.31738
6252,0.21706,-,0.31711
6253,0.21655,-,0.36695
6254,0.21669,-,0.36731
6255,0.21655,-,0.36692
6256,0.21642,-,0.36708
6257,0.21662,-,0.31689
6258,0.21640,-,0.36703
6259,0.21675,-,0.36725
6260,0.21660,-,0.31673
6261,0.21658,-,0.36715
6262,0.21655,-,0.31656
6263,0.21737,-,0.31702
6264,0.21664,-,0.31718
6265,0.21688,-,0.31697
6266,0.21637,-,0.31697
6267,0.21658,-,0.36692
6268,0.21662,-,0.31695
6269,0.21676,-,0.31700
6270,0.21668,-,0.31725
6271,0.21696,-,0.31695
6272,0.21642,-,0.31729
6273,0.21671,-,0.31693
6274,0.21659,-,0.31707
6275,0.21654,-,0.31662
6276,0.21676,-,0.36716
6277,0.21671,-,0.31679
6278,0.21652,-,0.31704
6279,0.21670,-,0.36713
6280,0.21679,-,0.31701
6281,0.21674,-,0.31684
6282,0.21674,-,0.36712
6283,0.21660,-,0.36716
6284,0.21662,-,0.31692
6285,0.21671,-,0.36660
6286,0.26652,-,0.31702
6287,0.21656,-,0.36677
6288,0.21605,-,0.31685
6289,0.21592,-,0.36688
6290,0.21642,-,0.31667
6291,0.21657,-,0.36709
6292,0.21646,-,0.41680
6293,0.21658,-,0.31671
6294,0.21665,-,0.36681
6295,0.21652,-,0.41729
6296,0.21662,-,0.31700
6297,0.21671,-,0.31694
6298,0.21661,-,0.36708
6299,0.21674,-,0.31695
6300,0.21668,-,0.31690
6301,0.21666,-,0.41724
6302,0.21659,-,0.31712
6303,0.21662,-,0.31691
6304,0.21650,-,0.31701
6305,0.21661,-,0.31695
6306,0.21662,-,0.31701
6307,0.21697,-,0.36685
6308,0.21678,-,0.31719
6309,0.26676,-,0.31703
6310,0.21648,-,0.31666
6311,0.21669,-,0.36694
6312,0.21607,-,0.31683
6313,0.21645,-,0.36704
6314,0.21667,-,0.31657
6315,0.21685,-,0.31664
6316,0.21628,-,0.31684
6317,0.21662,-,0.36712
6318,0.21630,-,0.31682
6319,0.21676,-,0.31659
6320,0.21593,-,0.31661
6321,0.21704,-,0.36670
6322,0.21674,-,0.31703
6323,0.21666,-,0.31692
6324,0.21650,-,0.31706
6325,0.21675,-,0.31708
6326,0.21668,-,0.31669
6327,0.21669,-,0.31687
6328,0.21658,-,0.31692
6329,0.26667,-,0.36708
6330,0.21647,-,0.36714
6331,0.21651,-,0.36688
6332,0.26682,-,0.31679
6333,0.26687,-,0.36726
6334,0.21685,-,0.31663
6335,0.21678,-,0.41758
6336,0.21615,-,0.36725
6337,0.21633,-,0.31688
6338,0.21625,-,0.31701
6339,0.21663,-,0.31692
6340,0.21637,-,0.31693
6341,0.21658,-,0.31659
6342,0.21671,-,0.31676
6343,0.21658,-,0.36685
6344,0.21629,-,0.31712
6345,0.21655,-,0.31674
6346,0.21696,-,0.36716
6347,0.21658,-,0.36701
6348,0.21672,-,0.36696
6349,0.21632,-,0.36704
6350,0.21655,-,0.31692
6351,0.26676,-,0.36724
6352,0.21688,-,0.31685
6353,0.21664,-,0.31688
6354,0.21663,-,0.36702
6355,0.21682,-,0.31704
6356,0.21664,-,0.36704
6357,0.26692,-,0.31650
6358,0.21645,-,0.31706
6359,0.26650,-,0.36689
6360,0.21670,-,0.31688
6361,0.21667,-,0.36661
6362,0.21650,-,0.31694
6363,0.21700,-,0.36688
6364,0.21662,-,0.31689
6365,0.21664,-,0.36704
6366,0.21682,-,0.31698
6367,0.21645,-,0.36703
6368,0.21671,-,0.36706
6369,0.21673,-,0.36706
6370,0.21663,-,0.36707
6371,0.21665,-,0.31689
6372,0.21658,-,0.31707
6373,0.21673,-,0.31700
6374,0.21635,-,0.36707
6375,0.21619,-,0.36714
6376,0.26682,-,0.36698
6377,0.21667,-,0.31670
6378,0.21709,-,0.36721
6379,0.21661,-,0.36690
6380,0.21625,-,0.31712
6381,0.21675,-,0.31708
6382,0.21672,-,0.31755
6383,0.21666,-,0.36721
6384,0.21632,-,0.31716
6385,0.21615,-,0.36667
6386,0.21657,-,0.31683
6387,0.21674,-,0.36702
6388,0.21675,-,0.31748
6389,0.21664,-,0.31667
6390,0.21649,-,0.31725
6391,0.21654,-,0.36686
6392,0.21685,-,0.41685
6393,0.21639,-,0.31694
6394,0.21677,-,0.31686
6395,0.21660,-,0.36707
6396,0.21677,-,0.36718
6397,0.26676,-,0.36715
6398,0.21647,-,0.31688
6399,0.21669,-,0.36692
6400,0.21676,-,0.31686
6401,0.21669,-,0.36704
6402,0.21662,-,0.31692
6403,0.21638,-,0.36683
6404,0.21667,-,0.36702
6405,0.21660,-,0.31704
6406,0.21648,-,0.36739
6407,0.26661,-,0.36711
6408,0.21675,-,0.41721
6409,0.26690,-,0.31704
6410,0.26678,-,0.31655
6411,0.21665,-,0.41719
6412,0.21631,-,0.31695
6413,0.21672,-,0.31672
6414,0.21665,-,0.36679
6415,0.21722,-,0.36722
6416,0.21649,-,0.41734
6417,0.21663,-,0.31679
6418,0.21680,-,0.31684
6419,0.21669,-,0.36712
6420,0.21671,-,0.31690
6421,0.21657,-,0.36686
6422,0.21666,-,0.36708
6423,0.21665,-,0.41731
6424,0.21669,-,0.36700
6425,0.21680,-,0.31706
6426,0.26678,-,0.31672
6427,0.21663,-,0.46709
6428,0.21676,-,0.36700
6429,0.21669,-,0.36715
6430,0.21628,-,0.36691
6431,0.21660,-,0.41703
6432,0.21664,-,0.36713
6433,0.26658,-,0.36693
6434,0.21668,-,0.31709
6435,0.21664,-,0.36632
6436,0.21621,-,0.31694
6437,0.21678,-,0.36699
6438,0.21653,-,0.31709
6439,0.26685,-,0.36692
6440,0.26677,-,0.36720
6441,0.21679,-,0.36685
6442,0.21666,-,0.31693
6443,0.21681,-,0.41726
6444,0.21654,-,0.31677
6445,0.21667,-,0.36706
6446,0.21655,-,0.36687
6447,0.21662,-,0.36718
6448,0.21691,-,0.36712
6449,0.21698,-,0.36726
6450,0.21677,-,0.36701
6451,0.21658,-,0.36711
6452,0.21665,-,0.31693
6453,0.21640,-,0.36694
6454,0.21678,-,0.31728
6455,0.26659,-,0.36714
6456,0.26685,-,0.36714
6457,0.26684,-,0.31696
6458,0.21675,-,0.31692
6459,0.21639,-,0.41725
6460,0.21640,-,0.31695
6461,0.21660,-,0.36715
6462,0.26678,-,0.36712
6463,0.26681,-,0.31719
6464,0.21661,-,0.36714
6465,0.21671,-,0.31695
6466,0.21665,-,0.31719
6467,0.21669,-,0.36688
6468,0.21667,-,0.31655
6469,0.21662,-,0.31704
6470,0.21640,-,0.31683
6471,0.21668,-,0.36710
6472,0.21663,-,0.31691
6473,0.21653,-,0.31691
6474,0.21658,-,0.36697
6475,0.21646,-,0.41703
6476,0.26673,-,0.31714
6477,0.21666,-,0.36735
6478,0.26670,-,0.31699
6479,0.21680,-,0.36721
6480,0.21637,-,0.36703
6481,0.21673,-,0.31700
6482,0.26683,-,0.31697
6483,0.21681,-,0.41745
6484,0.21662,-,0.31690
6485,0.26658,-,0.36724
6486,0.26659,-,0.31691
6487,0.26645,-,0.36715
6488,0.21658,-,0.36696
6489,0.26661,-,0.36716
6490,0.26711,-,0.36722
6491,0.26681,-,0.36713
6492,0.26655,-,0.36734
6493,0.26685,-,0.36720
6494,0.21663,-,0.36745
6495,0.21650,-,0.36691
6496,0.21662,-,0.36712
6497,0.26641,-,0.31706
6498,0.26665,-,0.36722
6499,0.26688,-,0.36708
6500,0.21621,-,0.36729
6501,0.21674,-,0.36712
6502,0.26685,-,0.36712
6503,0.26658,-,0.36703
6504,0.26663,-,0.31703
6505,0.21674,-,0.31684
6506,0.21655,-,0.36691
6507,0.21696,-,0.36710
6508,0.26673,-,0.36742
6509,0.21667,-,0.31675
6510,0.21655,-,0.31701
6511,0.26669,-,0.36714
6512,0.21672,-,0.31707
6513,0.26692,-,0.36720
6514,0.26725,-,0.36704
6515,0.21681,-,0.31694
6516,0.26686,-,0.31710
6517,0.21640,-,0.41720
6518,0.21640,-,0.36726
6519,0.21670,-,0.31700
6520,0.21665,-,0.31689
6521,0.21669,-,0.36703
6522,0.26668,-,0.31729
6523,0.21626,-,0.41711
6524,0.21666,-,0.36707
6525,0.21690,-,0.36724
6526,0.21658,-,0.31709
6527,0.26683,-,0.41721
6528,0.21677,-,0.31716
6529,0.26674,-,0.36706
6530,0.21660,-,0.31670
6531,0.21624,-,0.36700
6532,0.21657,-,0.36687
6533,0.26657,-,0.31706
6534,0.26668,-,0.36713
6535,0.26666,-,0.36712
6536,0.26676,-,0.31734
6537,0.26668,-,0.31700
6538,0.21673,-,0.31703
6539,0.21642,-,0.41708
6540,0.26684,-,0.31694
6541,0.26674,-,0.36697
6542,0.26651,-,0.36747
6543,0.21672,-,0.36724
6544,0.26664,-,0.36709
6545,0.21682,-,0.36703
6546,0.26639,-,0.36713
6547,0.26662,-,0.31695
6548,0.26691,-,0.36715
6549,0.26669,-,0.36717
6550,0.21663,-,0.36702
6551,0.26683,-,0.36722
6552,0.21667,-,0.36720
6553,0.26679,-,0.31697
6554,0.26668,-,0.36745
6555,0.26694,-,0.31707
6556,0.26648,-,0.36715
6557,0.21652,-,0.31665
6558,0.21655,-,0.31684
6559,0.21657,-,0.41720
6560,0.26706,-,0.36711
6561,0.26689,-,0.36712
6562,0.26658,-,0.31697
6563,0.21669,-,0.36710
6564,0.26688,-,0.36733
6565,0.26686,-,0.36709
6566,0.26671,-,0.36711
6567,0.26691,-,0.31713
6568,0.21663,-,0.31718
6569,0.26665,-,0.36716
6570,0.26665,-,0.36719
6571,0.26634,-,0.36696
6572,0.26666,-,0.36714
6573,0.26669,-,0.31690
6574,0.21663,-,0.36692
6575,0.21676,-,0.36678
6576,0.26680,-,0.36703
6577,0.26669,-,0.31729
6578,0.21648,-,0.36705
6579,0.21662,-,0.41726
6580,0.21648,-,0.36680
6581,0.26666,-,0.36714
6582,0.21662,-,0.46693
6583,0.21688,-,0.36735
6584,0.21666,-,0.36712
6585,0.21668,-,0.36718
6586,0.21633,-,0.31729
6587,0.21664,-,0.36698
6588,0.21653,-,0.36704
6589,0.26695,-,0.31711
6590,0.26673,-,0.36695
6591,0.26678,-,0.36729
6592,0.26678,-,0.41716
6593,0.26675,-,0.36733
6594,0.26625,-,0.36696
6595,0.26691,-,0.31693
6596,0.21638,-,0.36718
6597,0.26677,-,0.36714
6598,0.26670,-,0.36715
6599,0.26676,-,0.36658
6600,0.26689,-,0.36702
6601,0.26677,-,0.36709
6602,0.21587,-,0.36713
6603,0.26661,-,0.36712
6604,0.26693,-,0.31705
6605,0.26678,-,0.41732
6606,0.26671,-,0.36712
6607,0.21648,-,0.36697
6608,0.21670,-,0.31672
6609,0.21666,-,0.36710
6610,0.26693,-,0.36676
6611,0.26699,-,0.31679
6612,0.21646,-,0.36738
6613,0.26685,-,0.36687
6614,0.21662,-,0.36702
6615,0.21656,-,0.36707
6616,0.26691,-,0.36709
6617,0.21675,-,0.36657
6618,0.26684,-,0.36715
6619,0.26684,-,0.36728
6620,0.26686,-,0.36708
6621,0.21663,-,0.36708
6622,0.26669,-,0.36737
6623,0.26651,-,0.36709
6624,0.26710,-,0.36718
6625,0.26726,-,0.36753
6626,0.26678,-,0.36732
6627,0.21611,-,0.36715
6628,0.26664,-,0.36707
6629,0.26695,-,0.36754
6630,0.26625,-,0.36696
6631,0.26741,-,0.36663
6632,0.26677,-,0.31698
6633,0.26667,-,0.36731
6634,0.26700,-,0.36711
6635,0.26663,-,0.36718
6636,0.21645,-,0.36714
6637,0.26681,-,0.36720
6638,0.21663,-,0.36718
6639,0.26678,-,0.41734
6640,0.26675,-,0.31708
6641,0.26646,-,0.36709
6642,0.26662,-,0.31729
6643,0.26653,-,0.36716
6644,0.26670,-,0.36716
6645,0.26684,-,0.36748
6646,0.26678,-,0.36717
6647,0.26706,-,0.36710
6648,0.26657,-,0.36714
6649,0.26677,-,0.36709
6650,0.26705,-,0.36718
6651,0.21680,-,0.36711
6652,0.26673,-,0.36696
6653,0.26677,-,0.36712
6654,0.26665,-,0.36707
6655,0.26666,-,0.36719
6656,0.26663,-,0.31705
6657,0.26681,-,0.36678
6658,0.26673,-,0.41731
6659,0.26685,-,0.36710
6660,0.26682,-,0.36709
6661,0.26658,-,0.36717
6662,0.26672,-,0.36714
6663,0.26681,-,0.31706
6664,0.26677,-,0.41751
6665,0.26673,-,0.36696
6666,0.26692,-,0.36713
6667,0.26673,-,0.36715
6668,0.26642,-,0.36671
6669,0.26640,-,0.36681
6670,0.26669,-,0.41740
6671,0.26669,-,0.41725
6672,0.26626,-,0.36705
6673,0.26684,-,0.41720
6674,0.21677,-,0.36689
6675,0.26660,-,0.36717
6676,0.26685,-,0.36722
6677,0.26686,-,0.36725
6678,0.26644,-,0.36724
6679,0.26674,-,0.36715
6680,0.26660,-,0.31700
6681,0.26674,-,0.36743
6682,0.26667,-,0.41741
6683,0.26694,-,0.41727
6684,0.26679,-,0.36706
6685,0.26655,-,0.36707
6686,0.26670,-,0.36712
6687,0.26675,-,0.36727
6688,0.26673,-,0.36700
6689,0.26711,-,0.41725
6690,0.26678,-,0.36700
6691,0.26690,-,0.41734
6692,0.26669,-,0.31692
6693,0.26678,-,0.36767
6694,0.26605,-,0.31705
6695,0.26631,-,0.36710
6696,0.26669,-,0.36711
6697,0.26682,-,0.36725
6698,0.26682,-,0.36730
6699,0.26673,-,0.36715
6700,0.26687,-,0.36693
6701,0.26670,-,0.36722
6702,0.26657,-,0.41709
6703,0.26671,-,0.36694
6704,0.26673,-,0.36669
6705,0.26675,-,0.36704
6706,0.26678,-,0.36733
6707,0.26734,-,0.36711
6708,0.26686,-,0.36706
6709,0.26673,-,0.36757
6710,0.26641,-,0.31705
6711,0.26666,-,0.36717
6712,0.26656,-,0.36711
6713,0.26644,-,0.36696
6714,0.26726,-,0.36707
6715,0.26658,-,0.36692
6716,0.26694,-,0.41709
6717,0.26683,-,0.36680
6718,0.26647,-,0.36709
6719,0.26716,-,0.36738
6720,0.26648,-,0.36710
6721,0.26653,-,0.36696
6722,0.26671,-,0.36711
6723,0.26651,-,0.36690
6724,0.26685,-,0.31706
6725,0.26674,-,0.41705
6726,0.26682,-,0.36672
6727,0.26646,-,0.36711
6728,0.26699,-,0.36709
6729,0.26644,-,0.36719
6730,0.26674,-,0.36687
6731,0.26681,-,0.36704
6732,0.26679,-,0.36725
6733,0.26682,-,0.36696
6734,0.26678,-,0.36733
6735,0.26682,-,0.36731
6736,0.26659,-,0.36705
6737,0.26670,-,0.36662
6738,0.26661,-,0.36703
6739,0.26673,-,0.36719
6740,0.26679,-,0.36711
6741,0.26691,-,0.36707
6742,0.26650,-,0.36713
6743,0.26690,-,0.36731
6744,0.26673,-,0.36696
6745,0.26669,-,0.36701
6746,0.26667,-,0.41730
6747,0.26683,-,0.36714
6748,0.26697,-,0.36700
6749,0.26660,-,0.41722
6750,0.26684,-,0.36719
6751,0.26695,-,0.41760
6752,0.26619,-,0.36683
6753,0.26668,-,0.41683
6754,0.26674,-,0.41737
6755,0.26685,-,0.41702
6756,0.26688,-,0.41720
6757,0.26692,-,0.41717
6758,0.26677,-,0.36725
6759,0.26682,-,0.36688
6760,0.26676,-,0.36695
6761,0.26678,-,0.36702
6762,0.26656,-,0.36683
6763,0.26654,-,0.36715
6764,0.26666,-,0.41727
6765,0.26675,-,0.36684
6766,0.26679,-,0.36707
6767,0.26673,-,0.36712
6768,0.26686,-,0.36704
6769,0.26640,-,0.36703
6770,0.26668,-,0.36706
6771,0.26704,-,0.36749
6772,0.26673,-,0.36714
6773,0.26684,-,0.36717
6774,0.26673,-,0.36711
6775,0.26607,-,0.41743
6776,0.26678,-,0.36684
6777,0.26670,-,0.36712
6778,0.26634,-,0.36698
6779,0.26674,-,0.36713
6780,0.26683,-,0.36704
6781,0.26678,-,0.36701
6782,0.26690,-,0.36660
6783,0.26664,-,0.41760
6784,0.26655,-,0.41742
6785,0.26692,-,0.41765
6786,0.26664,-,0.36692
6787,0.26647,-,0.36719
6788,0.26672,-,0.36690
6789,0.26647,-,0.36707
6790,0.26686,-,0.41737
6791,0.26653,-,0.41731
6792,0.26689,-,0.36654
6793,0.26664,-,0.36705
6794,0.26674,-,0.36737
6795,0.26683,-,0.36700
6796,0.26667,-,0.36721
6797,0.26669,-,0.36711
6798,0.26668,-,0.36719
6799,0.26687,-,0.41736
6800,0.26676,-,0.36700
6801,0.26652,-,0.36711
6802,0.26667,-,0.36715
6803,0.26655,-,0.41728
6804,0.26688,-,0.46741
6805,0.26697,-,0.36726
6806,0.26670,-,0.36682
6807,0.26719,-,0.41719
6808,0.26678,-,0.36670
6809,0.26679,-,0.36709
6810,0.26685,-,0.36708
6811,0.26679,-,0.36720
6812,0.26689,-,0.36715
6813,0.26670,-,0.36689
6814,0.26676,-,0.41705
6815,0.26684,-,0.36688
6816,0.26674,-,0.36711
6817,0.26674,-,0.41707
6818,0.26699,-,0.36698
6819,0.26681,-,0.36715
6820,0.26667,-,0.41715
6821,0.26668,-,0.36711
6822,0.26698,-,0.36709
6823,0.26704,-,0.36737
6824,0.26633,-,0.41740
6825,0.26694,-,0.36692
6826,0.26667,-,0.36715
6827,0.26725,-,0.46724
6828,0.26689,-,0.41693
6829,0.26672,-,0.41707
6830,0.26689,-,0.41713
6831,0.26634,-,0.41747
6832,0.26676,-,0.36701
6833,0.26688,-,0.41756
6834,0.26663,-,0.36712
6835,0.26651,-,0.36701
6836,0.26671,-,0.36709
6837,0.26696,-,0.36731
6838,0.26650,-,0.36742
6839,0.26706,-,0.36719
6840,0.26684,-,0.36706
6841,0.26671,-,0.36704
6842,0.26692,-,0.41689
6843,0.26674,-,0.41742
6844,0.26691,-,0.36713
6845,0.26668,-,0.36718
6846,0.26649,-,0.41734
6847,0.26686,-,0.36697
6848,0.26674,-,0.36715
6849,0.26680,-,0.36702
6850,0.26689,-,0.36705
6851,0.26670,-,0.41722
6852,0.26658,-,0.41683
6853,0.26691,-,0.36734
6854,0.26678,-,0.36708
6855,0.26672,-,0.41727
6856,0.26674,-,0.41726
6857,0.26659,-,0.41735
6858,0.26692,-,0.41697
6859,0.26676,-,0.36709
6860,0.26738,-,0.36719
6861,0.26681,-,0.41723
6862,0.26679,-,0.36716
6863,0.26648,-,0.36709
6864,0.26676,-,0.41734
6865,0.26646,-,0.36699
6866,0.26657,-,0.36687
6867,0.26641,-,0.41730
6868,0.26677,-,0.36726
6869,0.26628,-,0.36730
6870,0.26708,-,0.41710
6871,0.26684,-,0.36726
6872,0.26687,-,0.36723
6873,0.26678,-,0.41711
6874,0.26670,-,0.36728
6875,0.26657,-,0.36717
6876,0.26664,-,0.36721
6877,0.26680,-,0.36713
6878,0.26686,-,0.36760
6879,0.26657,-,0.41706
6880,0.26704,-,0.36670
6881,0.26672,-,0.36684
6882,0.26696,-,0.41739
6883,0.26658,-,0.41730
6884,0.26663,-,0.36643
6885,0.26687,-,0.41720
6886,0.26632,-,0.41708
6887,0.26703,-,0.36722
6888,0.26689,-,0.41693
6889,0.26666,-,0.41615
6890,0.26589,-,0.36622
6891,0.26600,-,0.36635
6892,0.26630,-,0.36620
6893,0.26626,-,0.41638
6894,0.26615,-,0.41711
6895,0.26684,-,0.41725
6896,0.26672,-,0.41729
6897,0.26659,-,0.41732
6898,0.26667,-,0.36668
6899,0.26662,-,0.36681
6900,0.26691,-,0.41728
6901,0.26687,-,0.36702
6902,0.26655,-,0.36715
6903,0.26700,-,0.46748
6904,0.26693,-,0.36729
6905,0.26706,-,0.36711
6906,0.26703,-,0.36653
6907,0.26677,-,0.36707
6908,0.26697,-,0.36662
6909,0.26721,-,0.41727
6910,0.26655,-,0.41717
6911,0.26665,-,0.41739
6912,0.26647,-,0.36707
6913,0.26697,-,0.41737
6914,0.26679,-,0.36683
6915,0.26694,-,0.36701
6916,0.26685,-,0.41720
6917,0.26661,-,0.41728
6918,0.26692,-,0.36743
6919,0.26667,-,0.36709
6920,0.26700,-,0.41719
6921,0.26674,-,0.36730
6922,0.26662,-,0.41648
6923,0.26685,-,0.36721
6924,0.26676,-,0.36709
6925,0.26675,-,0.41718
6926,0.26654,-,0.36719
6927,0.26678,-,0.41737
6928,0.26622,-,0.41718
6929,0.26683,-,0.41738
6930,0.26668,-,0.41705
6931,0.26683,-,0.41721
6932,0.26662,-,0.41736
6933,0.26674,-,0.36684
6934,0.26686,-,0.36756
6935,0.26707,-,0.36700
6936,0.26684,-,0.41731
6937,0.26694,-,0.36701
6938,0.26676,-,0.36700
6939,0.26725,-,0.41725
6940,0.26708,-,0.41728
6941,0.31679,-,0.41758
6942,0.26636,-,0.41714
6943,0.26689,-,0.41728
6944,0.26673,-,0.36700
6945,0.26671,-,0.41739
6946,0.26688,-,0.41724
6947,0.26685,-,0.41705
6948,0.26693,-,0.36701
6949,0.26670,-,0.41705
6950,0.26701,-,0.41699
6951,0.26686,-,0.36689
6952,0.26671,-,0.36725
6953,0.26678,-,0.41737
6954,0.26652,-,0.36716
6955,0.26688,-,0.36707
6956,0.26680,-,0.41686
6957,0.26683,-,0.41718
6958,0.26684,-,0.41744
6959,0.26686,-,0.41697
6960,0.26678,-,0.41741
6961,0.26684,-,0.36713
6962,0.26671,-,0.36701
6963,0.26681,-,0.36717
6964,0.26678,-,0.41700
6965,0.26676,-,0.41709
6966,0.26677,-,0.36697
6967,0.26658,-,0.41719
6968,0.26664,-,0.41730
6969,0.26693,-,0.41736
6970,0.26664,-,0.41739
6971,0.26687,-,0.41741
